SUPPLIER_NAME,SUPPLIER_TYPE,Address,COUNTRY,CITY,EMAIL_PATTERN,PHONE,WEBSITE,CONTACT PERSON,CONTACT_POSITION,SPECIALTIES,CATEGORY,PRODUCT,ORIGIN,Technical Specification,SUPPLIER_CAPACITY,CERTIFICATIONS,LOADING_PORT,DISCHARGE PORT,INCOTERMS,PAYMENT_TERMS,NOTES AFTER EXCHANGES,TARGET_PRICE_HINT,MOQ,PACKAGING,PRIORITY
AGRO TRADING GROUP,Supplier,,Togo,Lomé,, (+228) 22 61 77 34 (+228) 91 89 42 43,https://atgtogo.com/fr/contactez-nous/,Robert Gogo,Sales Director,"Supplier of Non-GMO Soybeans, Organic Soybeans, Icumsa 45 Sugar, Parboiled Rice",Agri-food product / Sugar,Refined white sugar ICUMSA 45,Togo,ICUMSA ≤45 RBU; polarization ≥99.8%; moisture ≤0.04%; dry and homogeneous crystals; crystalline white; low moisture; fast dissolution.,,International standards announced; export documents announced.,,,FOB,,,,,25 kg / 50 kg PE-lined PP bags; big bags on request; custom branding.,
AGRO TRADING GROUP,Supplier,,Togo,Lomé,, (+228) 22 61 77 34 (+228) 91 89 42 43,https://atgtogo.com/fr/contactez-nous/,Robert Gogo,Sales Director,"Supplier of Non-GMO Soybeans, Organic Soybeans, Icumsa 45 Sugar, Parboiled Rice",Cereal / Agricultural product,Parboiled Rice,Togo,Rice partially parboiled before husking; moisture ≤14%; impurities according to international standards; firm/non-sticky grains; low broken rate according to customer specifications; golden yellow to light amber.,,International phytosanitary standards; certificate of origin; health certificate.,,,FOB,,,,,25 kg / 50 kg PP bags; big bags on request; custom branding possible.,
Alci ci,Exporter,,Côte d'Ivoire,Abidjan,service@alci-ci.com, +225 0103387980 ,https://alci-ci.com/en,,,Cocoa Supplier,,,,,,,,,,,,,,,
BroadGrain,Supplier,"20, rue Adelaide Est, bureau 900, Toronto (Ontario) M5C 2T6",Toronto,Canada,"
Pierre.Hiegel@broadgrain.com / broadgrain@broadgrain.com","   +14375611370 / +1 877 804 0070
+1 416 504 0070 ",https://broadgrain.com/about/,"
Pierre Hiegel",Trader,"Feed supplier in Canada, specializing in the marketing, supply, and processing of grains, oilseeds, pulses, specialty crops, and by-products for the food and feed markets",Food / Feed,,,,,,,,,,,,,,
BroadGrain,Supplier,"20, rue Adelaide Est, bureau 900, Toronto (Ontario) M5C 2T6",Toronto,Canada,"
Pierre.Hiegel@broadgrain.com / broadgrain@broadgrain.com","   +14375611370 / +1 877 804 0070
+1 416 504 0070 ",https://broadgrain.com/about/,"
Pierre Hiegel",Trader,"Feed supplier in Canada, specializing in the marketing, supply, and processing of grains, oilseeds, pulses, specialty crops, and by-products for the food and feed markets",Grain legumes,Whole Green Lentils,Canada,,,Conventional,,,CIF,,,,25 kg,,
BroadGrain,Supplier,"20, rue Adelaide Est, bureau 900, Toronto (Ontario) M5C 2T6",Toronto,Canada,"
Pierre.Hiegel@broadgrain.com / broadgrain@broadgrain.com","   +14375611370 / +1 877 804 0070
+1 416 504 0070 ",https://broadgrain.com/about/,"
Pierre Hiegel",Trader,"Feed supplier in Canada, specializing in the marketing, supply, and processing of grains, oilseeds, pulses, specialty crops, and by-products for the food and feed markets",Grain legumes,Whole Red Lentils,Canada,,,Conventional,,,CIF,,,,25 kg,,
BroadGrain,Supplier,"20, rue Adelaide Est, bureau 900, Toronto (Ontario) M5C 2T6",Toronto,Canada,"
Pierre.Hiegel@broadgrain.com / broadgrain@broadgrain.com","   +14375611370 / +1 877 804 0070
+1 416 504 0070 ",https://broadgrain.com/about/,"
Pierre Hiegel",Trader,"Feed supplier in Canada, specializing in the marketing, supply, and processing of grains, oilseeds, pulses, specialty crops, and by-products for the food and feed markets",Grain legumes,Laird 2,Canada,,,Conventional,,,CIF,,,,25 kg,,
BroadGrain,Supplier,"20, rue Adelaide Est, bureau 900, Toronto (Ontario) M5C 2T6",Toronto,Canada,"
Pierre.Hiegel@broadgrain.com / broadgrain@broadgrain.com","   +14375611370 / +1 877 804 0070
+1 416 504 0070 ",https://broadgrain.com/about/,"
Pierre Hiegel",Trader,"Feed supplier in Canada, specializing in the marketing, supply, and processing of grains, oilseeds, pulses, specialty crops, and by-products for the food and feed markets",Grain legumes,Eston 1,Canada,,,Conventional,,,CIF,,,,25 kg,,
BroadGrain,Supplier,"20, rue Adelaide Est, bureau 900, Toronto (Ontario) M5C 2T6",Toronto,Canada,"
Pierre.Hiegel@broadgrain.com / broadgrain@broadgrain.com","   +14375611370 / +1 877 804 0070
+1 416 504 0070 ",https://broadgrain.com/about/,"
Pierre Hiegel",Trader,"Feed supplier in Canada, specializing in the marketing, supply, and processing of grains, oilseeds, pulses, specialty crops, and by-products for the food and feed markets",Grain legumes,Crimson 2,Canada,,,Conventional,,,CIF,,,,25 kg,,
BroadGrain,Supplier,"20, rue Adelaide Est, bureau 900, Toronto (Ontario) M5C 2T6",Toronto,Canada,"
Pierre.Hiegel@broadgrain.com / broadgrain@broadgrain.com","   +14375611370 / +1 877 804 0070
+1 416 504 0070 ",https://broadgrain.com/about/,"
Pierre Hiegel",Trader,"Feed supplier in Canada, specializing in the marketing, supply, and processing of grains, oilseeds, pulses, specialty crops, and by-products for the food and feed markets",Grain legumes,Navy Beans,Canada,,,Conventional,,,CIF,,,,25 kg,,
BroadGrain,Supplier,"20, rue Adelaide Est, bureau 900, Toronto (Ontario) M5C 2T6",Toronto,Canada,"
Pierre.Hiegel@broadgrain.com / broadgrain@broadgrain.com","   +14375611370 / +1 877 804 0070
+1 416 504 0070 ",https://broadgrain.com/about/,"
Pierre Hiegel",Trader,"Feed supplier in Canada, specializing in the marketing, supply, and processing of grains, oilseeds, pulses, specialty crops, and by-products for the food and feed markets",Grain legumes,Cranberry Beans,Canada / Argentine,,,Conventional,,,CIF,,,,25 kg,,
BroadGrain,Supplier,"20, rue Adelaide Est, bureau 900, Toronto (Ontario) M5C 2T6",Toronto,Canada,"
Pierre.Hiegel@broadgrain.com / broadgrain@broadgrain.com","   +14375611370 / +1 877 804 0070
+1 416 504 0070 ",https://broadgrain.com/about/,"
Pierre Hiegel",Trader,"Feed supplier in Canada, specializing in the marketing, supply, and processing of grains, oilseeds, pulses, specialty crops, and by-products for the food and feed markets",Grain legumes,Dark Red Kidney Beans,Canada,,,Conventional,,,CIF,,,,25 kg,,
BroadGrain,Supplier,"20, rue Adelaide Est, bureau 900, Toronto (Ontario) M5C 2T6",Toronto,Canada,\nPierre.Hiegel@broadgrain.com / broadgrain@broadgrain.com,   +14375611370 / +1 877 804 0070\n+1 416 504 0070 ,https://broadgrain.com/about/,\nPierre Hiegel,Trader,"Animal feed supplier in Canada, specializing in the marketing, supply, and processing of cereals, oilseeds, legumes, specialty crops, and by-products for the food and feed markets.",Grain Legumes,Black Turtle Beans,Canada,,,Conventionnel,,,CIF,,,,,25 kg,
BroadGrain,Supplier,"20, rue Adelaide Est, bureau 900, Toronto (Ontario) M5C 2T6",Toronto,Canada,\nPierre.Hiegel@broadgrain.com / broadgrain@broadgrain.com,   +14375611370 / +1 877 804 0070\n+1 416 504 0070 ,https://broadgrain.com/about/,\nPierre Hiegel,Trader,"Animal feed supplier in Canada, specializing in the marketing, supply, and processing of cereals, oilseeds, legumes, specialty crops, and by-products for the food and feed markets.",Grain Legumes,Alubia Beans,Argentine,,,Conventionnel,,,CIF,,,,,25 kg,
BroadGrain,Supplier,"20, rue Adelaide Est, bureau 900, Toronto (Ontario) M5C 2T6",Toronto,Canada,\nPierre.Hiegel@broadgrain.com / broadgrain@broadgrain.com,   +14375611370 / +1 877 804 0070\n+1 416 504 0070 ,https://broadgrain.com/about/,\nPierre Hiegel,Trader,"Animal feed supplier in Canada, specializing in the marketing, supply, and processing of cereals, oilseeds, legumes, specialty crops, and by-products for the food and feed markets.",Grain Legumes,Kabuli Chickpeas,Canada / Argentine,,,Conventionnel,,,CIF,,,,,25 kg,
BroadGrain,Supplier,"20, rue Adelaide Est, bureau 900, Toronto (Ontario) M5C 2T6",Toronto,Canada,\nPierre.Hiegel@broadgrain.com / broadgrain@broadgrain.com,   +14375611370 / +1 877 804 0070\n+1 416 504 0070 ,https://broadgrain.com/about/,\nPierre Hiegel,Trader,"Animal feed supplier in Canada, specializing in the marketing, supply, and processing of cereals, oilseeds, legumes, specialty crops, and by-products for the food and feed markets.",Grain Legumes,Yellow Peas,Canada / Argentine,,,Conventionnel,,,CIF,,,,,25 kg,
BroadGrain,Supplier,"20, rue Adelaide Est, bureau 900, Toronto (Ontario) M5C 2T6",Toronto,Canada,\nPierre.Hiegel@broadgrain.com / broadgrain@broadgrain.com,   +14375611370 / +1 877 804 0070\n+1 416 504 0070 ,https://broadgrain.com/about/,\nPierre Hiegel,Trader,"Animal feed supplier in Canada, specializing in the marketing, supply, and processing of cereals, oilseeds, legumes, specialty crops, and by-products for the food and feed markets.",Grain Legumes,Green Peas,Canada / Argentine,,,Conventionnel,,,CIF,,,,,25 kg,
BroadGrain,Supplier,"20, rue Adelaide Est, bureau 900, Toronto (Ontario) M5C 2T6",Toronto,Canada,\nPierre.Hiegel@broadgrain.com / broadgrain@broadgrain.com,   +14375611370 / +1 877 804 0070\n+1 416 504 0070 ,https://broadgrain.com/about/,\nPierre Hiegel,Trader,"Animal feed supplier in Canada, specializing in the marketing, supply, and processing of cereals, oilseeds, legumes, specialty crops, and by-products for the food and feed markets.",Specialty Crops,Yellow Mustard Seeds,Canada,,,Conventionnel,,,CIF,,,,,25 kg,
BroadGrain,Supplier,"20, rue Adelaide Est, bureau 900, Toronto (Ontario) M5C 2T6",Toronto,Canada,\nPierre.Hiegel@broadgrain.com / broadgrain@broadgrain.com,   +14375611370 / +1 877 804 0070\n+1 416 504 0070 ,https://broadgrain.com/about/,\nPierre Hiegel,Trader,"Animal feed supplier in Canada, specializing in the marketing, supply, and processing of cereals, oilseeds, legumes, specialty crops, and by-products for the food and feed markets.",Specialty Crops,Brown Mustard Seeds,Canada,,,Conventionnel,,,CIF,,,,,25 kg,
BroadGrain,Supplier,"20, rue Adelaide Est, bureau 900, Toronto (Ontario) M5C 2T6",Toronto,Canada,\nPierre.Hiegel@broadgrain.com / broadgrain@broadgrain.com,   +14375611370 / +1 877 804 0070\n+1 416 504 0070 ,https://broadgrain.com/about/,\nPierre Hiegel,Trader,"Animal feed supplier in Canada, specializing in the marketing, supply, and processing of cereals, oilseeds, legumes, specialty crops, and by-products for the food and feed markets.",Specialty Crops,Oriental Mustard Seeds,Canada,,,Conventionnel,,,CIF,,,,,25 kg,
BroadGrain,Supplier,"20, rue Adelaide Est, bureau 900, Toronto (Ontario) M5C 2T6",Toronto,Canada,\nPierre.Hiegel@broadgrain.com / broadgrain@broadgrain.com,   +14375611370 / +1 877 804 0070\n+1 416 504 0070 ,https://broadgrain.com/about/,\nPierre Hiegel,Trader,"Animal feed supplier in Canada, specializing in the marketing, supply, and processing of cereals, oilseeds, legumes, specialty crops, and by-products for the food and feed markets.",Specialty Crops,Non-GMO Soybeans,Canada,,,Non-GMO,,,CIF,,,,,25 kg,
Four C Agricultural Limited ,Supplier/Exporter,"Kinondoni – Msasani\nDar Es Salaam, Tanzanie",Tanzanie,Dar Es Salaam,sales@fourcagricultural.com,  +255 799 623 502,https://www.fourcagricultural.com/categories.html,,,Tanzanian agricultural sourcing and export company connecting the fertile farmlands of East Africa.,Grains,White Corn,Tanzania,Tanzania; moisture 13–14% max; cleaned; food/feed grades; aflatoxin-tested; 24–28 MT/20ft.,,Certificate of Origin; Phytosanitary; Lab Analysis; Fumigation; Weight Certificate; B/L,Dar es Salaam,,FOB / CIF / CFR,,,,10 MT,25 kg / 50 kg PP bags or bulk container liner,
Four C Agricultural Limited ,Supplier/Exporter,"Kinondoni – Msasani\nDar Es Salaam, Tanzanie",Tanzanie,Dar Es Salaam,sales@fourcagricultural.com,  +255 799 623 502,https://www.fourcagricultural.com/categories.html,,,Tanzanian agricultural sourcing and export company connecting the fertile farmlands of East Africa.,Grains,Yellow Corn,Tanzania,Tanzania; moisture 13–14% max; predominantly non-GMO origin claimed; food/feed; aflatoxin-tested.,,Certificate of Origin; Phytosanitary; Lab Analysis; Fumigation; Weight Certificate; B/L,Dar es Salaam,,FOB / CIF / CFR,,,,10 MT,25 kg / 50 kg PP bags or bulk container liner,
Four C Agricultural Limited ,Supplier/Exporter,"Kinondoni – Msasani\nDar Es Salaam, Tanzanie",Tanzanie,Dar Es Salaam,sales@fourcagricultural.com,  +255 799 623 502,https://www.fourcagricultural.com/categories.html,,,Tanzanian agricultural sourcing and export company connecting the fertile farmlands of East Africa.,Legumes & Pulses,Black-Eyed Peas,Tanzania,"Cleaned, graded, export-packed; detailed numerical specs to confirm.",,Certificate of Origin; Phytosanitary; Lab Analysis; Fumigation; Weight Certificate; B/L,Dar es Salaam,,FOB / CIF / CFR,,,,10 MT,25 kg / 50 kg PP bags or bulk container liner,
Four C Agricultural Limited ,Supplier/Exporter,"Kinondoni – Msasani\nDar Es Salaam, Tanzanie",Tanzanie,Dar Es Salaam,sales@fourcagricultural.com,  +255 799 623 502,https://www.fourcagricultural.com/categories.html,,,Tanzanian agricultural sourcing and export company connecting the fertile farmlands of East Africa.,Legumes & Pulses,Chickpeas,Tanzania,"Desi and Kabuli; cleaned, size-graded, moisture-controlled.",,Certificate of Origin; Phytosanitary; Lab Analysis; Fumigation; Weight Certificate; B/L,Dar es Salaam,,FOB / CIF / CFR,,,,10 MT,25 kg / 50 kg PP bags or bulk container liner,
Four C Agricultural Limited ,Supplier/Exporter,"Kinondoni – Msasani\nDar Es Salaam, Tanzanie",Tanzanie,Dar Es Salaam,sales@fourcagricultural.com,  +255 799 623 502,https://www.fourcagricultural.com/categories.html,,,Tanzanian agricultural sourcing and export company connecting the fertile farmlands of East Africa.,Legumes & Pulses,Green Mung Beans,Tanzania,Moisture 12–13% max; purity 98–99.5%; cleaned/sorted.,,Certificate of Origin; Phytosanitary; Lab Analysis; Fumigation; Weight Certificate; B/L,Dar es Salaam,,FOB / CIF / CFR,,,,10 MT,25 kg / 50 kg PP bags or bulk container liner,
Four C Agricultural Limited ,Supplier/Exporter,"Kinondoni – Msasani\nDar Es Salaam, Tanzanie",Tanzanie,Dar Es Salaam,sales@fourcagricultural.com,  +255 799 623 502,https://www.fourcagricultural.com/categories.html,,,Tanzanian agricultural sourcing and export company connecting the fertile farmlands of East Africa.,Legumes & Pulses,Green Peas,Tanzania,Moisture 12% max; purity min 99%; cleaned and graded.,,Certificate of Origin; Phytosanitary; Lab Analysis; Fumigation; Weight Certificate; B/L,Dar es Salaam,,FOB / CIF / CFR,,,,10 MT,25 kg / 50 kg PP bags or bulk container liner,
Four C Agricultural Limited ,Supplier/Exporter,"Kinondoni – Msasani
Dar Es Salaam, Tanzanie",Tanzanie,Dar Es Salaam,sales@fourcagricultural.com,  +255 799 623 502,https://www.fourcagricultural.com/categories.html,,,Tanzanian agricultural sourcing and export company connecting the fertile farmlands of East Africa,Legumes & Pulses,Kidney Beans,Tanzania,Moisture 13% max; purity 98–99%; FM 0.5–1% max; broken 2–5%; admixture 1%.,,Certificate of Origin; Phytosanitary; Lab Analysis; Fumigation; Weight Certificate; B/L,Dar es Salaam,,FOB / CIF / CFR,,,,10 MT,25 kg / 50 kg PP bags or bulk container liner,
Four C Agricultural Limited ,Supplier/Exporter,"Kinondoni – Msasani
Dar Es Salaam, Tanzanie",Tanzanie,Dar Es Salaam,sales@fourcagricultural.com,  +255 799 623 502,https://www.fourcagricultural.com/categories.html,,,Tanzanian agricultural sourcing and export company connecting the fertile farmlands of East Africa,Legumes & Pulses,Lentils,Tanzania,Moisture 13% max; purity 98–99%; FM 0.5–1% max; broken 2–5%; admixture 1%.,,Certificate of Origin; Phytosanitary; Lab Analysis; Fumigation; Weight Certificate; B/L,Dar es Salaam,,FOB / CIF / CFR,,,,10 MT,25 kg / 50 kg PP bags or bulk container liner,
Four C Agricultural Limited ,Supplier/Exporter,"Kinondoni – Msasani
Dar Es Salaam, Tanzanie",Tanzanie,Dar Es Salaam,sales@fourcagricultural.com,  +255 799 623 502,https://www.fourcagricultural.com/categories.html,,,Tanzanian agricultural sourcing and export company connecting the fertile farmlands of East Africa,Legumes & Pulses,Pinto Beans,Tanzania,Moisture 13% max; purity 98–99%; cleaned and graded.,,Certificate of Origin; Phytosanitary; Lab Analysis; Fumigation; Weight Certificate; B/L,Dar es Salaam,,FOB / CIF / CFR,,,,10 MT,25 kg / 50 kg PP bags or bulk container liner,
Four C Agricultural Limited ,Supplier/Exporter,"Kinondoni – Msasani
Dar Es Salaam, Tanzanie",Tanzanie,Dar Es Salaam,sales@fourcagricultural.com,  +255 799 623 502,https://www.fourcagricultural.com/categories.html,,,Tanzanian agricultural sourcing and export company connecting the fertile farmlands of East Africa,Legumes & Pulses,Soybeans,Tanzania,Moisture 12–13% max; purity 98–99%; FM 0.5–1%; broken 2–5%; admixture 1%; oil/protein vary by variety.,,Certificate of Origin; Phytosanitary; Lab Analysis; Fumigation; Weight Certificate; B/L,Dar es Salaam,,FOB / CIF / CFR,,,,10 MT; trials welcome,25 kg / 50 kg PP bags or bulk container liner,
Four C Agricultural Limited ,Supplier/Exporter,"Kinondoni – Msasani
Dar Es Salaam, Tanzanie",Tanzanie,Dar Es Salaam,sales@fourcagricultural.com,  +255 799 623 502,https://www.fourcagricultural.com/categories.html,,,Tanzanian agricultural sourcing and export company connecting the fertile farmlands of East Africa,Nuts,Raw Cashew Nuts,Tanzania,Tanzania; export-grade RCN; grade parameters to confirm.,,Certificate of Origin; Phytosanitary; Lab Analysis; Fumigation; Weight Certificate; B/L,Dar es Salaam,,FOB / CIF / CFR,,,,10 MT,25 kg / 50 kg PP bags or bulk container liner,
Four C Agricultural Limited ,Supplier/Exporter,"Kinondoni – Msasani
Dar Es Salaam, Tanzanie",Tanzanie,Dar Es Salaam,sales@fourcagricultural.com,  +255 799 623 502,https://www.fourcagricultural.com/categories.html,,,Tanzanian agricultural sourcing and export company connecting the fertile farmlands of East Africa,Nuts,Groundnuts,Tanzania,Moisture 8–10% max; purity 98–99%; FM 0.5–1%; admixture 1%; aflatoxin testing.,,Certificate of Origin; Phytosanitary; Lab Analysis; Fumigation; Weight Certificate; B/L,Dar es Salaam,,FOB / CIF / CFR,,,,10 MT,25 kg / 50 kg PP bags or bulk container liner,
Four C Agricultural Limited ,Supplier/Exporter,"Kinondoni – Msasani
Dar Es Salaam, Tanzanie",Tanzanie,Dar Es Salaam,sales@fourcagricultural.com,  +255 799 623 502,https://www.fourcagricultural.com/categories.html,,,Tanzanian agricultural sourcing and export company connecting the fertile farmlands of East Africa,Nuts,W180 Cashew Kernels,Tanzania,W180; approx. 170–180 kernels/lb; whole kernel; food-grade.,,Certificate of Origin; Phytosanitary; Lab Analysis; Fumigation; Weight Certificate; B/L,Dar es Salaam,,FOB / CIF / CFR,,,,1x20ft typically; 9–12 MT,Vacuum-packed tins / Pouches in cartons / Food-grade export cartons,
Four C Agricultural Limited ,Supplier/Exporter,"Kinondoni – Msasani
Dar Es Salaam, Tanzanie",Tanzanie,Dar Es Salaam,sales@fourcagricultural.com,  +255 799 623 502,https://www.fourcagricultural.com/categories.html,,,Tanzanian agricultural sourcing and export company connecting the fertile farmlands of East Africa,Nuts,W210 Cashew Kernels,Tanzania,Commercial W210 whole-kernel grade.,,Certificate of Origin; Phytosanitary; Lab Analysis; Fumigation; Weight Certificate; B/L,Dar es Salaam,,FOB / CIF / CFR,,,,10 MT,Vacuum-packed tins / Pouches in cartons / Food-grade export cartons,
Four C Agricultural Limited ,Supplier/Exporter,"Kinondoni – Msasani
Dar Es Salaam, Tanzanie",Tanzanie,Dar Es Salaam,sales@fourcagricultural.com,  +255 799 623 502,https://www.fourcagricultural.com/categories.html,,,Tanzanian agricultural sourcing and export company connecting the fertile farmlands of East Africa,Nuts,W240 Cashew Kernels,Tanzania,Commercial W240 whole-kernel grade.,,Certificate of Origin; Phytosanitary; Lab Analysis; Fumigation; Weight Certificate; B/L,Dar es Salaam,,FOB / CIF / CFR,,,,10 MT,Vacuum-packed tins / Pouches in cartons / Food-grade export cartons,
Four C Agricultural Limited ,Supplier/Exporter,"Kinondoni – Msasani
Dar Es Salaam, Tanzanie",Tanzanie,Dar Es Salaam,sales@fourcagricultural.com,  +255 799 623 502,https://www.fourcagricultural.com/categories.html,,,Tanzanian agricultural sourcing and export company connecting the fertile farmlands of East Africa,Nuts,W320 Cashew Kernels,Tanzania,W320 whole-kernel grade for snack/food processing.,,Certificate of Origin; Phytosanitary; Lab Analysis; Fumigation; Weight Certificate; B/L,Dar es Salaam,,FOB / CIF / CFR,,,,10 MT,Vacuum-packed tins / Pouches in cartons / Food-grade export cartons,
Four C Agricultural Limited ,Supplier/Exporter,"Kinondoni – Msasani
Dar Es Salaam, Tanzanie",Tanzanie,Dar Es Salaam,sales@fourcagricultural.com,  +255 799 623 502,https://www.fourcagricultural.com/categories.html,,,Tanzanian agricultural sourcing and export company connecting the fertile farmlands of East Africa,Spices,Black Pepper,Tanzania,Tanzanian; moisture ≤12%; bold piperine/aroma; cleaned and graded.,,Certificate of Origin; Phytosanitary; Lab Analysis; Fumigation; Weight Certificate; B/L,Dar es Salaam,,FOB / CIF / CFR,,,,10 MT,25 kg / 50 kg PP bags or bulk container liner,
Four C Agricultural Limited ,Supplier/Exporter,"Kinondoni – Msasani
Dar Es Salaam, Tanzanie",Tanzanie,Dar Es Salaam,sales@fourcagricultural.com,  +255 799 623 502,https://www.fourcagricultural.com/categories.html,,,Tanzanian agricultural sourcing and export company connecting the fertile farmlands of East Africa,Spices,Zanzibar Cloves,Tanzania,"Zanzibar/Tanzania; hand-picked, sun-dried; eugenol 15–18%.",,Certificate of Origin; Phytosanitary; Lab Analysis; Fumigation; Weight Certificate; B/L,Dar es Salaam,,FOB / CIF / CFR,,,,10 MT,25 kg / 50 kg PP bags or bulk container liner,
Four C Agricultural Limited ,Supplier/Exporter,"Kinondoni – Msasani
Dar Es Salaam, Tanzanie",Tanzanie,Dar Es Salaam,sales@fourcagricultural.com,  +255 799 623 502,https://www.fourcagricultural.com/categories.html,,,Tanzanian agricultural sourcing and export company connecting the fertile farmlands of East Africa,Spices,Green Cardamom,Tanzania,Tanzania; green cardamom; detailed specs to confirm.,,Certificate of Origin; Phytosanitary; Lab Analysis; Fumigation; Weight Certificate; B/L,Dar es Salaam,,FOB / CIF / CFR,,,,10 MT,25 kg / 50 kg PP bags or bulk container liner,
Four C Agricultural Limited ,Supplier/Exporter,"Kinondoni – Msasani
Dar Es Salaam, Tanzanie",Tanzanie,Dar Es Salaam,sales@fourcagricultural.com,  +255 799 623 502,https://www.fourcagricultural.com/categories.html,,,Tanzanian agricultural sourcing and export company connecting the fertile farmlands of East Africa,Spices,Vanilla Beans,Tanzania,Tanzania; vanilla beans; detailed grade parameters to confirm.,,Certificate of Origin; Phytosanitary; Lab Analysis; Fumigation; Weight Certificate; B/L,Dar es Salaam,,FOB / CIF / CFR,,,,10 MT,25 kg / 50 kg PP bags or bulk container liner,
Four C Agricultural Limited ,Supplier/Exporter,"Kinondoni – Msasani
Dar Es Salaam, Tanzanie",Tanzanie,Dar Es Salaam,sales@fourcagricultural.com,  +255 799 623 502,https://www.fourcagricultural.com/categories.html,,,Tanzanian agricultural sourcing and export company connecting the fertile farmlands of East Africa,Seeds,Sesame Seeds,Tanzania,Tanzania; moisture 6–8% max; purity 98–99.95%; FM 0.05–1% max; natural white/mixed.,,Certificate of Origin; Phytosanitary; Lab Analysis; Fumigation; Weight Certificate; B/L,Dar es Salaam,,FOB / CIF / CFR,,,,10 MT,25 kg / 50 kg PP bags or bulk container liner,
Four C Agricultural Limited ,Supplier/Exporter,"Kinondoni – Msasani
Dar Es Salaam, Tanzanie",Tanzanie,Dar Es Salaam,sales@fourcagricultural.com,  +255 799 623 502,https://www.fourcagricultural.com/categories.html,,,Tanzanian agricultural sourcing and export company connecting the fertile farmlands of East Africa,Seeds,Pumpkin Seeds,Tanzania,"Tanzania; moisture ≤8%; purity ≥99%; in-shell, hulled and roasted.",,Certificate of Origin; Phytosanitary; Lab Analysis; Fumigation; Weight Certificate; B/L,Dar es Salaam,,FOB / CIF / CFR,,,,10 MT,25 kg / 50 kg PP bags or bulk container liner,
Four C Agricultural Limited ,Supplier/Exporter,"Kinondoni – Msasani
Dar Es Salaam, Tanzanie",Tanzanie,Dar Es Salaam,sales@fourcagricultural.com,  +255 799 623 502,https://www.fourcagricultural.com/categories.html,,,Tanzanian agricultural sourcing and export company connecting the fertile farmlands of East Africa,Seeds,Sunflower Seeds,Tanzania,Tanzania; cleaned and sorted; numerical specs to confirm.,,Certificate of Origin; Phytosanitary; Lab Analysis; Fumigation; Weight Certificate; B/L,Dar es Salaam,,FOB / CIF / CFR,,,,10 MT,25 kg / 50 kg PP bags or bulk container liner,
Four C Agricultural Limited ,Supplier/Exporter,"Kinondoni – Msasani
Dar Es Salaam, Tanzanie",Tanzanie,Dar Es Salaam,sales@fourcagricultural.com,  +255 799 623 502,https://www.fourcagricultural.com/categories.html,,,Tanzanian agricultural sourcing and export company connecting the fertile farmlands of East Africa,Edible Oils,Refined Groundnut Oil,Tanzania,"Tanzania; refined edible oil; clear, bright, neutral; FFA/rancidity checked.",,Certificate of Origin; Phytosanitary; Lab Analysis; Fumigation; Weight Certificate; B/L,Dar es Salaam,,FOB / CIF / CFR,,,,10 MT,25 kg / 50 kg PP bags or bulk container liner,
Four C Agricultural Limited ,Supplier/Exporter,"Kinondoni – Msasani
Dar Es Salaam, Tanzanie",Tanzanie,Dar Es Salaam,sales@fourcagricultural.com,  +255 799 623 502,https://www.fourcagricultural.com/categories.html,,,Tanzanian agricultural sourcing and export company connecting the fertile farmlands of East Africa,Edible Oils,Refined Soybean Oil,Tanzania,Tanzania; refined food-grade soybean oil.,,Certificate of Origin; Phytosanitary; Lab Analysis; Fumigation; Weight Certificate; B/L,Dar es Salaam,,FOB / CIF / CFR,,,,10 MT,25 kg / 50 kg PP bags or bulk container liner,
Four C Agricultural Limited ,Supplier/Exporter,"Kinondoni – Msasani
Dar Es Salaam, Tanzanie",Tanzanie,Dar Es Salaam,sales@fourcagricultural.com,  +255 799 623 502,https://www.fourcagricultural.com/categories.html,,,Tanzanian agricultural sourcing and export company connecting the fertile farmlands of East Africa,Edible Oils,Refined Sunflower Oil,Tanzania,"Refined/deodorized; PET, tins, drums, flexitanks; shelf life 12+ months; flexitank up to 20,000 L.",,Certificate of Origin; Phytosanitary; Lab Analysis; Fumigation; Weight Certificate; B/L,Dar es Salaam,,FOB / CIF / CFR,,,,10 MT,25 kg / 50 kg PP bags or bulk container liner,
Four C Agricultural Limited ,Supplier/Exporter,"Kinondoni – Msasani
Dar Es Salaam, Tanzanie",Tanzanie,Dar Es Salaam,sales@fourcagricultural.com,  +255 799 623 502,https://www.fourcagricultural.com/categories.html,,,Tanzanian agricultural sourcing and export company connecting the fertile farmlands of East Africa,Sugar,Natural Brown Sugar,Tanzania,"Tanzania; unrefined, molasses-rich natural brown sugar.",,Certificate of Origin; Phytosanitary; Lab Analysis; Fumigation; Weight Certificate; B/L,Dar es Salaam,,FOB / CIF / CFR,,,,10 MT,25 kg / 50 kg PP bags or bulk container liner,
Ghana Grains Council (aggregator),Cooperative,,Ghana,Accra,trade@ghanagrains.gov.gh, +233 54 740 6030,https://www.facebook.com/GhanaGrainsCouncilOfficial/,,,The Ghana Grains Council (GGC) is a private sector-led organization formed by leaders of grain businesses,,,,,N/A,,,,,,,,,,
